url,doc_id,title,audience,department,category,language,document_version,license_or_permission
https://mfe.neu.edu.vn/bo-quy-dinh-dao-tao-tin-chi-dhktqd-2/,quy-dinh-dao-tao-tin-chi-raw,Bộ Quy định đào tạo tín chỉ ĐHKTQD,all,quan-ly-dao-tao,regulation,vi,not-stated,public-source
